Index;Date de la demande;Année de naissance;sexe;nb_enfants_conduite_accompagne;nb_enfants_;points_perdus_;revenus_;val_residence_princ_;usage_vehicule;type_vehicule;age_vehicule_;type_conduite;formule;tarif_devis_;Code postal;
467;01/05/2022;2022;F;oui;entre 1 et 2;0;60 000+;0;Commercial;Van;non renseigné;Highly Urban/ Urban;dev_express;entre 200 et 300;95000;
468;01/01/2022;2012;F;non;0;entre 1 et 6;60 000+;0;Commercial;Panel Truck;non renseigné;Highly Urban/ Urban;dev_premium;entre 400 et 500;89320;
469;01/05/2022;2004;F;non;0;entre 1 et 6;15 000 - 25 000;80 000 - 150 000;Private;z_SUV;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 300 et 400;31220;
470;01/01/2022;1966;F;oui;3+;entre 1 et 6;15 000 - 25 000;80 000 - 150 000;Commercial;Minivan;entre 1 et 3;Highly Urban/ Urban;dev_integral;entre 300 et 400;19100;
471;01/05/2022;1968;F;non;entre 1 et 2;entre 7 et 11;0 - 15 000;0;Private;z_SUV;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;13003;
472;01/03/2022;1995;M;non;0;entre 1 et 6;60 000+;0;Private;Minivan;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;75019;
473;01/01/2022;2000;M;non;entre 1 et 2;entre 7 et 11;25 000 - 40 000;150 000 - 250 000;Private;z_SUV;entre 4 et 10;Highly Urban/ Urban;dev_premium;entre 400 et 500;60160;
474;01/04/2022;2017;F;non;entre 1 et 2;entre 1 et 6;40 000 - 60 000;150 000 - 250 000;Private;Pickup;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 300 et 400;84200;
475;01/05/2022;1966;M;non;0;entre 1 et 6;0 - 15 000;0;Private;z_SUV;entre 1 et 3;Highly Urban/ Urban;dev_express;entre 200 et 300;95140;
476;01/03/2022;2002;F;non;entre 1 et 2;entre 7 et 11;0 - 15 000;0 - 80 000;Private;z_SUV;entre 1 et 3;Highly Urban/ Urban;dev_express;entre 200 et 300;50690;
477;01/03/2022;1947;F;non;0;entre 1 et 6;0 - 15 000;0;Private;z_SUV;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 300 et 400;53240;
478;01/04/2022;1995;M;non;0;0;60 000+;0;Commercial;Panel Truck;15+;Highly Urban/ Urban;dev_integral;entre 200 et 300;8170;
479;01/04/2022;1994;M;non;0;0;60 000+;250 000 - 400 000;Private;Minivan;entre 10 et 15;Highly Urban/ Urban;dev_integral;entre 300 et 400;47210;
480;01/04/2022;1955;F;non;0;entre 1 et 6;40 000 - 60 000;150 000 - 250 000;Commercial;Pickup;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;77440;
481;01/05/2022;1952;F;non;0;0;15 000 - 25 000;0;Private;z_SUV;entre 1 et 3;z_Highly Rural/ Rural;dev_integral;entre 300 et 400;26300;
482;01/05/2022;1956;F;non;3+;entre 1 et 6;15 000 - 25 000;0;Private;Van;entre 1 et 3;Highly Urban/ Urban;dev_express;entre 200 et 300;4000;
483;01/03/2022;1999;F;non;3+;0;60 000+;0;Private;z_SUV;non renseigné;Highly Urban/ Urban;dev_express;entre 200 et 300;12120;
484;01/05/2022;1971;F;oui;entre 1 et 2;entre 1 et 6;60 000+;150 000 - 250 000;Private;Minivan;entre 4 et 10;Highly Urban/ Urban;dev_premium;entre 400 et 500;61100;
485;01/03/2022;1952;F;non;0;entre 1 et 6;60 000+;250 000 - 400 000;Private;Sports Car;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 300 et 400;75016;
486;01/05/2022;2019;F;non;0;0;15 000 - 25 000;80 000 - 150 000;Private;Minivan;entre 1 et 3;z_Highly Rural/ Rural;dev_integral;entre 200 et 300;88220;
487;01/04/2022;2001;F;oui;entre 1 et 2;entre 1 et 6;25 000 - 40 000;150 000 - 250 000;Private;Sports Car;entre 1 et 3;Highly Urban/ Urban;dev_integral;entre 200 et 300;31000;
488;01/05/2022;1963;M;non;0;0;25 000 - 40 000;80 000 - 150 000;Commercial;z_SUV;entre 1 et 3;z_Highly Rural/ Rural;dev_premium;entre 300 et 400;8200;
489;01/02/2022;2015;M;non;entre 1 et 2;entre 1 et 6;25 000 - 40 000;150 000 - 250 000;Private;Sports Car;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;82100;
490;01/05/2022;1995;M;non;entre 1 et 2;0;25 000 - 40 000;0;Commercial;Minivan;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;11000;
491;01/05/2022;1965;F;oui;3+;entre 1 et 6;60 000+;250 000 - 400 000;Private;z_SUV;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;54620;
492;01/05/2022;1949;M;non;entre 1 et 2;entre 1 et 6;60 000+;150 000 - 250 000;Private;z_SUV;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;86000;
493;01/03/2022;1948;F;non;0;entre 1 et 6;15 000 - 25 000;0;Commercial;Pickup;entre 10 et 15;z_Highly Rural/ Rural;dev_integral;entre 200 et 300;19100;
494;01/02/2022;1973;M;non;0;entre 1 et 6;25 000 - 40 000;150 000 - 250 000;Private;z_SUV;entre 1 et 3;Highly Urban/ Urban;dev_integral;entre 300 et 400;2100;
495;01/05/2022;2015;F;non;0;entre 1 et 6;60 000+;250 000 - 400 000;Commercial;Panel Truck;entre 4 et 10;Highly Urban/ Urban;dev_premium;entre 500 et 600;18190;
496;01/05/2022;2002;F;non;0;entre 1 et 6;25 000 - 40 000;150 000 - 250 000;Private;Minivan;non renseigné;z_Highly Rural/ Rural;dev_premium;entre 300 et 400;52100;
497;01/01/2022;1951;F;non;0;entre 1 et 6;60 000+;250 000 - 400 000;Commercial;Van;entre 10 et 15;Highly Urban/ Urban;dev_integral;entre 200 et 300;58000;
498;01/01/2022;2010;M;oui;3+;entre 1 et 6;15 000 - 25 000;80 000 - 150 000;Commercial;Pickup;entre 1 et 3;Highly Urban/ Urban;dev_integral;entre 300 et 400;73100;
499;01/03/2022;1974;M;non;0;0;60 000+;0;Private;Pickup;15+;Highly Urban/ Urban;dev_integral;entre 300 et 400;54190;
500;01/03/2022;1931;M;non;0;entre 1 et 6;0 - 15 000;0;Private;z_SUV;entre 4 et 10;z_Highly Rural/ Rural;dev_integral;entre 300 et 400;78570;
501;01/05/2022;2004;M;non;0;0;60 000+;0;Private;Pickup;non renseigné;Highly Urban/ Urban;dev_express;entre 200 et 300;13013;
502;01/03/2022;1963;F;non;0;0;60 000+;0;Private;Minivan;entre 10 et 15;Highly Urban/ Urban;dev_express;entre 200 et 300;24100;
503;01/05/2022;1948;F;non;0;0;25 000 - 40 000;80 000 - 150 000;Private;Pickup;entre 4 et 10;z_Highly Rural/ Rural;dev_premium;entre 500 et 600;16200;
504;01/05/2022;2017;F;non;0;0;60 000+;400 000+;Private;z_SUV;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 300 et 400;54300;
505;01/05/2022;1965;F;non;3+;0;25 000 - 40 000;80 000 - 150 000;Commercial;Pickup;entre 1 et 3;Highly Urban/ Urban;dev_express;entre 200 et 300;27300;
506;01/05/2022;1937;F;non;0;entre 1 et 6;60 000+;0;Commercial;Van;entre 10 et 15;Highly Urban/ Urban;dev_express;entre 200 et 300;82170;
507;01/05/2022;1970;F;non;0;entre 1 et 6;40 000 - 60 000;0;Private;Pickup;entre 1 et 3;z_Highly Rural/ Rural;dev_integral;entre 300 et 400;57950;
508;01/03/2022;1971;M;non;0;0;0 - 15 000;0;Commercial;Minivan;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 200 et 300;44190;
509;01/03/2022;1978;F;non;0;entre 1 et 6;60 000+;0;Commercial;Van;entre 4 et 10;Highly Urban/ Urban;dev_premium;entre 400 et 500;49000;
510;01/03/2022;1971;F;non;0;0;60 000+;0;Private;Minivan;entre 10 et 15;Highly Urban/ Urban;dev_express;entre 200 et 300;28310;
511;01/01/2022;1964;F;non;0;0;60 000+;250 000 - 400 000;Private;z_SUV;entre 1 et 3;Highly Urban/ Urban;dev_express;entre 200 et 300;43100;
512;01/01/2022;1961;M;non;3+;entre 1 et 6;0 - 15 000;0;Commercial;z_SUV;entre 1 et 3;Highly Urban/ Urban;dev_express;entre 200 et 300;4100;
513;01/04/2022;2005;F;non;0;entre 1 et 6;0 - 15 000;0;Commercial;Minivan;15+;Highly Urban/ Urban;dev_integral;entre 200 et 300;58260;
514;01/05/2022;1966;M;non;0;0;25 000 - 40 000;80 000 - 150 000;Commercial;Pickup;entre 4 et 10;z_Highly Rural/ Rural;dev_premium;entre 300 et 400;24340;
515;01/04/2022;1967;M;non;0;0;60 000+;250 000 - 400 000;Private;Minivan;15+;Highly Urban/ Urban;dev_express;entre 200 et 300;83120;
516;01/03/2022;1968;M;non;entre 1 et 2;0;60 000+;250 000 - 400 000;Private;Minivan;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 300 et 400;62144;
517;01/03/2022;1962;F;non;entre 1 et 2;entre 7 et 11;60 000+;150 000 - 250 000;Commercial;Minivan;entre 1 et 3;Highly Urban/ Urban;dev_integral;entre 200 et 300;47300;
518;01/03/2022;1989;F;non;0;0;60 000+;250 000 - 400 000;Commercial;Panel Truck;entre 10 et 15;Highly Urban/ Urban;dev_express;entre 200 et 300;70310;
519;01/02/2022;1994;M;non;0;0;0 - 15 000;0;Private;Minivan;15+;Highly Urban/ Urban;dev_integral;entre 300 et 400;60170;
520;01/04/2022;1940;F;non;0;entre 1 et 6;60 000+;250 000 - 400 000;Commercial;z_SUV;entre 4 et 10;Highly Urban/ Urban;dev_premium;entre 500 et 600;29810;
521;01/02/2022;1954;M;non;0;0;40 000 - 60 000;0;Private;Minivan;non renseigné;Highly Urban/ Urban;dev_integral;entre 300 et 400;43700;
522;01/02/2022;1955;F;non;0;entre 1 et 6;25 000 - 40 000;150 000 - 250 000;Private;z_SUV;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 200 et 300;36290;
523;01/04/2022;2019;M;oui;entre 1 et 2;0;0 - 15 000;0;Commercial;Minivan;entre 4 et 10;z_Highly Rural/ Rural;dev_integral;entre 300 et 400;38350;
524;01/05/2022;2007;M;non;0;entre 1 et 6;60 000+;250 000 - 400 000;Private;Minivan;non renseigné;Highly Urban/ Urban;dev_express;entre 200 et 300;45200;
525;01/04/2022;1943;F;non;0;entre 1 et 6;25 000 - 40 000;0;Private;z_SUV;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;11000;
526;01/05/2022;1964;F;non;0;0;15 000 - 25 000;150 000 - 250 000;Private;Minivan;entre 1 et 3;Highly Urban/ Urban;dev_premium;entre 300 et 400;82600;
527;01/02/2022;1991;M;non;0;0;0 - 15 000;150 000 - 250 000;Commercial;Pickup;entre 1 et 3;Highly Urban/ Urban;dev_express;entre 200 et 300;65000;
528;01/05/2022;1963;F;oui;3+;entre 7 et 11;40 000 - 60 000;150 000 - 250 000;Private;z_SUV;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 300 et 400;29860;
529;01/02/2022;1939;M;non;entre 1 et 2;0;60 000+;250 000 - 400 000;Commercial;Pickup;entre 4 et 10;z_Highly Rural/ Rural;dev_integral;entre 300 et 400;7330;
530;01/05/2022;1941;M;non;entre 1 et 2;0;40 000 - 60 000;150 000 - 250 000;Private;Sports Car;non renseigné;Highly Urban/ Urban;dev_express;entre 200 et 300;7400;
531;01/05/2022;1946;F;non;0;0;25 000 - 40 000;150 000 - 250 000;Private;Minivan;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;8000;
532;01/03/2022;1969;M;non;entre 1 et 2;entre 1 et 6;25 000 - 40 000;150 000 - 250 000;Commercial;Panel Truck;entre 1 et 3;Highly Urban/ Urban;dev_express;entre 200 et 300;1630;
533;01/03/2022;1971;M;oui;entre 1 et 2;entre 1 et 6;40 000 - 60 000;0;Commercial;Pickup;entre 4 et 10;z_Highly Rural/ Rural;dev_express;entre 200 et 300;9700;
534;01/03/2022;1934;M;non;0;entre 1 et 6;0 - 15 000;150 000 - 250 000;Commercial;Pickup;entre 1 et 3;Highly Urban/ Urban;dev_express;entre 200 et 300;47410;
535;01/05/2022;1952;M;non;3+;entre 1 et 6;40 000 - 60 000;150 000 - 250 000;Commercial;Pickup;entre 10 et 15;z_Highly Rural/ Rural;dev_premium;entre 300 et 400;34000;
536;01/04/2022;1977;M;non;3+;entre 1 et 6;0 - 15 000;250 000 - 400 000;Private;Pickup;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;70210;
537;01/01/2022;1965;F;non;0;entre 1 et 6;40 000 - 60 000;150 000 - 250 000;Commercial;z_SUV;entre 1 et 3;Highly Urban/ Urban;dev_express;entre 200 et 300;67670;
538;01/01/2022;1957;F;non;entre 1 et 2;entre 1 et 6;0 - 15 000;150 000 - 250 000;Private;Minivan;non renseigné;z_Highly Rural/ Rural;dev_express;entre 200 et 300;15600;
539;01/01/2022;1987;F;non;entre 1 et 2;entre 1 et 6;0 - 15 000;0;Private;Sports Car;entre 4 et 10;z_Highly Rural/ Rural;dev_integral;entre 200 et 300;62200;
540;01/05/2022;1974;F;non;0;entre 1 et 6;15 000 - 25 000;0;Private;Pickup;entre 1 et 3;Highly Urban/ Urban;dev_express;entre 200 et 300;41400;
541;01/05/2022;2018;M;non;0;entre 1 et 6;60 000+;400 000+;Private;Pickup;entre 10 et 15;Highly Urban/ Urban;dev_integral;entre 300 et 400;38490;
542;01/03/2022;2019;F;oui;3+;entre 7 et 11;60 000+;0;Private;Sports Car;15+;Highly Urban/ Urban;dev_express;entre 200 et 300;24000;
543;01/02/2022;1935;M;non;0;entre 1 et 6;60 000+;0;Private;Minivan;entre 10 et 15;Highly Urban/ Urban;dev_express;entre 200 et 300;18570;
544;01/03/2022;1937;M;non;0;0;25 000 - 40 000;150 000 - 250 000;Private;Minivan;15+;z_Highly Rural/ Rural;dev_integral;entre 300 et 400;19100;
545;01/02/2022;1967;F;non;0;0;60 000+;250 000 - 400 000;Private;Sports Car;entre 1 et 3;Highly Urban/ Urban;dev_integral;entre 300 et 400;59620;
546;01/05/2022;1940;F;oui;entre 1 et 2;0;60 000+;150 000 - 250 000;Commercial;Panel Truck;entre 10 et 15;z_Highly Rural/ Rural;dev_integral;entre 300 et 400;39000;
547;01/02/2022;1965;M;non;0;entre 1 et 6;25 000 - 40 000;150 000 - 250 000;Private;Sports Car;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 200 et 300;95490;
548;01/04/2022;1996;M;non;0;entre 1 et 6;25 000 - 40 000;150 000 - 250 000;Private;z_SUV;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;20000;
549;01/01/2022;1955;F;non;0;0;60 000+;150 000 - 250 000;Private;Sports Car;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 200 et 300;78700;
550;01/01/2022;1951;M;non;0;entre 1 et 6;60 000+;400 000+;Private;z_SUV;entre 10 et 15;Highly Urban/ Urban;dev_integral;entre 200 et 300;57230;
551;01/02/2022;1994;F;non;entre 1 et 2;entre 1 et 6;40 000 - 60 000;150 000 - 250 000;Private;Pickup;entre 10 et 15;z_Highly Rural/ Rural;dev_premium;entre 400 et 500;73190;
552;01/03/2022;1986;M;non;0;0;60 000+;150 000 - 250 000;Private;z_SUV;15+;Highly Urban/ Urban;dev_integral;entre 300 et 400;30300;
553;01/04/2022;1952;M;non;0;0;0 - 15 000;400 000+;Private;Sports Car;15+;Highly Urban/ Urban;dev_integral;entre 300 et 400;48100;
554;01/03/2022;1938;M;non;0;entre 1 et 6;25 000 - 40 000;150 000 - 250 000;Commercial;z_SUV;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 300 et 400;81120;
555;01/01/2022;1978;M;non;0;0;40 000 - 60 000;0;Commercial;z_SUV;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 300 et 400;32220;
556;01/03/2022;1932;M;oui;entre 1 et 2;entre 1 et 6;40 000 - 60 000;150 000 - 250 000;Commercial;Pickup;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;10100;
557;01/04/2022;2008;M;non;0;0;0 - 15 000;0;Private;Minivan;entre 1 et 3;z_Highly Rural/ Rural;dev_express;entre 200 et 300;1500;
558;01/04/2022;2019;M;non;entre 1 et 2;0;60 000+;150 000 - 250 000;Private;Minivan;non renseigné;Highly Urban/ Urban;dev_integral;entre 300 et 400;35370;
559;01/05/2022;1958;F;non;0;0;0 - 15 000;80 000 - 150 000;Commercial;Panel Truck;non renseigné;Highly Urban/ Urban;dev_integral;entre 300 et 400;50350;
560;01/04/2022;1934;M;non;0;entre 1 et 6;0 - 15 000;0;Private;Pickup;entre 1 et 3;Highly Urban/ Urban;dev_integral;entre 300 et 400;44000;
561;01/03/2022;2022;M;non;0;0;40 000 - 60 000;0;Private;Minivan;15+;Highly Urban/ Urban;dev_express;entre 200 et 300;15170;
562;01/04/2022;2006;M;non;0;0;0 - 15 000;0;Private;Sports Car;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 300 et 400;59180;
563;01/03/2022;1989;M;non;0;entre 1 et 6;40 000 - 60 000;0;Commercial;Van;15+;Highly Urban/ Urban;dev_integral;entre 300 et 400;89120;
564;01/05/2022;1972;M;non;entre 1 et 2;entre 1 et 6;15 000 - 25 000;0;Private;Minivan;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;58000;
565;01/01/2022;2000;F;non;entre 1 et 2;0;15 000 - 25 000;150 000 - 250 000;Private;Van;entre 1 et 3;Highly Urban/ Urban;dev_integral;entre 200 et 300;36190;
566;01/05/2022;1998;M;oui;3+;entre 1 et 6;60 000+;250 000 - 400 000;Private;z_SUV;15+;Highly Urban/ Urban;dev_express;entre 200 et 300;56100;
567;01/05/2022;1967;F;non;0;0;0 - 15 000;80 000 - 150 000;Private;z_SUV;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;50660;
568;01/02/2022;2010;M;oui;entre 1 et 2;entre 1 et 6;0 - 15 000;80 000 - 150 000;Private;Pickup;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 300 et 400;62360;
569;01/03/2022;1938;F;non;0;0;60 000+;400 000+;Private;Pickup;entre 10 et 15;Highly Urban/ Urban;dev_integral;entre 200 et 300;53250;
570;01/05/2022;1993;M;non;0;entre 1 et 6;60 000+;250 000 - 400 000;Private;z_SUV;entre 10 et 15;Highly Urban/ Urban;dev_express;entre 200 et 300;83230;
571;01/03/2022;1962;F;non;0;0;60 000+;400 000+;Private;Minivan;entre 10 et 15;Highly Urban/ Urban;dev_premium;entre 300 et 400;20220;
572;01/04/2022;2002;F;non;entre 1 et 2;0;60 000+;150 000 - 250 000;Commercial;Panel Truck;15+;Highly Urban/ Urban;dev_premium;entre 500 et 600;61100;
573;01/01/2022;1957;F;non;0;entre 1 et 6;0 - 15 000;0;Commercial;Pickup;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;79100;
574;01/03/2022;1951;F;non;0;entre 1 et 6;60 000+;0;Private;z_SUV;entre 10 et 15;Highly Urban/ Urban;dev_express;entre 200 et 300;86100;
575;01/05/2022;2016;F;non;0;0;0 - 15 000;80 000 - 150 000;Private;Pickup;15+;z_Highly Rural/ Rural;dev_express;entre 200 et 300;74320;
576;01/05/2022;1939;M;non;3+;entre 1 et 6;60 000+;250 000 - 400 000;Commercial;Van;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 200 et 300;75015;
577;01/05/2022;1960;F;non;0;0;60 000+;0;Private;Pickup;entre 10 et 15;Highly Urban/ Urban;dev_integral;entre 200 et 300;55100;
578;01/05/2022;2007;M;non;0;entre 1 et 6;0 - 15 000;0;Commercial;Minivan;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;35510;
579;01/04/2022;1967;M;non;0;entre 1 et 6;0 - 15 000;80 000 - 150 000;Private;Minivan;entre 1 et 3;Highly Urban/ Urban;dev_integral;entre 300 et 400;46500;
580;01/05/2022;1978;M;non;0;entre 7 et 11;60 000+;250 000 - 400 000;Private;z_SUV;entre 1 et 3;Highly Urban/ Urban;dev_integral;entre 300 et 400;25490;
581;01/04/2022;1969;M;non;entre 1 et 2;entre 1 et 6;25 000 - 40 000;0;Private;Minivan;entre 1 et 3;Highly Urban/ Urban;dev_premium;entre 300 et 400;4220;
582;01/01/2022;1974;M;non;entre 1 et 2;0;0 - 15 000;0 - 80 000;Commercial;Panel Truck;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;20000;
583;01/04/2022;1969;M;non;entre 1 et 2;entre 1 et 6;60 000+;250 000 - 400 000;Private;Minivan;entre 10 et 15;Highly Urban/ Urban;dev_express;entre 200 et 300;55000;
584;01/02/2022;1935;M;non;0;0;0 - 15 000;0;Private;Minivan;entre 4 et 10;z_Highly Rural/ Rural;dev_integral;entre 300 et 400;91420;
585;01/01/2022;1986;F;non;0;0;60 000+;250 000 - 400 000;Commercial;Minivan;non renseigné;Highly Urban/ Urban;dev_integral;entre 300 et 400;27370;
586;01/01/2022;1936;M;non;0;entre 1 et 6;0 - 15 000;0 - 80 000;Private;Sports Car;entre 1 et 3;Highly Urban/ Urban;dev_integral;entre 300 et 400;64250;
587;01/05/2022;1932;M;oui;entre 1 et 2;entre 1 et 6;60 000+;150 000 - 250 000;Private;z_SUV;entre 4 et 10;Highly Urban/ Urban;dev_premium;entre 400 et 500;1230;
588;01/03/2022;1936;M;non;entre 1 et 2;0;0 - 15 000;80 000 - 150 000;Private;z_SUV;entre 4 et 10;z_Highly Rural/ Rural;dev_premium;entre 400 et 500;61160;
589;01/02/2022;1961;M;non;0;entre 1 et 6;0 - 15 000;0;Private;z_SUV;entre 1 et 3;Highly Urban/ Urban;dev_integral;entre 200 et 300;64990;
590;01/04/2022;1987;M;oui;entre 1 et 2;0;0 - 15 000;80 000 - 150 000;Private;z_SUV;entre 1 et 3;z_Highly Rural/ Rural;dev_express;entre 200 et 300;2250;
591;01/04/2022;1945;F;non;0;0;25 000 - 40 000;150 000 - 250 000;Private;Pickup;entre 1 et 3;Highly Urban/ Urban;dev_express;entre 200 et 300;95380;
592;01/05/2022;1974;F;non;0;entre 1 et 6;60 000+;250 000 - 400 000;Commercial;Panel Truck;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 300 et 400;94200;
593;01/01/2022;2018;M;non;0;entre 1 et 6;60 000+;0;Private;Van;non renseigné;Highly Urban/ Urban;dev_express;entre 200 et 300;93220;
594;01/04/2022;2020;M;non;3+;0;60 000+;250 000 - 400 000;Private;z_SUV;entre 10 et 15;Highly Urban/ Urban;dev_integral;entre 300 et 400;75015;
595;01/04/2022;1941;F;non;0;0;40 000 - 60 000;0;Private;z_SUV;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 300 et 400;95410;
596;01/01/2022;1938;M;non;0;entre 1 et 6;40 000 - 60 000;150 000 - 250 000;Private;Sports Car;15+;Highly Urban/ Urban;dev_express;entre 200 et 300;93120;
597;01/02/2022;1982;M;non;0;entre 1 et 6;0 - 15 000;0;Private;Minivan;entre 4 et 10;z_Highly Rural/ Rural;dev_integral;entre 300 et 400;94800;
598;01/03/2022;1935;M;non;0;entre 1 et 6;60 000+;400 000+;Private;Minivan;entre 10 et 15;Highly Urban/ Urban;dev_integral;entre 200 et 300;18130;
599;01/02/2022;1960;M;non;0;entre 1 et 6;0 - 15 000;0;Private;Sports Car;15+;z_Highly Rural/ Rural;dev_premium;entre 400 et 500;53950;
600;01/02/2022;1993;F;non;entre 1 et 2;entre 7 et 11;60 000+;0;Commercial;Pickup;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 200 et 300;90100;
601;01/03/2022;1966;M;oui;entre 1 et 2;entre 1 et 6;0 - 15 000;80 000 - 150 000;Commercial;Pickup;entre 1 et 3;z_Highly Rural/ Rural;dev_premium;entre 300 et 400;89500;
602;01/01/2022;1965;M;oui;entre 1 et 2;entre 1 et 6;60 000+;150 000 - 250 000;Commercial;z_SUV;entre 10 et 15;Highly Urban/ Urban;dev_express;entre 200 et 300;80210;
603;01/03/2022;1963;F;oui;3+;0;0 - 15 000;80 000 - 150 000;Private;Minivan;entre 10 et 15;Highly Urban/ Urban;dev_integral;entre 300 et 400;14680;
604;01/05/2022;1959;M;non;0;0;60 000+;400 000+;Commercial;Panel Truck;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;20600;
605;01/01/2022;2013;F;non;0;entre 1 et 6;60 000+;250 000 - 400 000;Commercial;z_SUV;entre 1 et 3;Highly Urban/ Urban;dev_premium;entre 400 et 500;48500;
606;01/05/2022;1992;M;non;0;0;0 - 15 000;150 000 - 250 000;Private;Sports Car;entre 4 et 10;z_Highly Rural/ Rural;dev_premium;entre 400 et 500;64600;
607;01/02/2022;1966;F;non;3+;entre 1 et 6;60 000+;150 000 - 250 000;Private;Minivan;entre 10 et 15;Highly Urban/ Urban;dev_integral;entre 300 et 400;12740;
608;01/04/2022;1970;M;non;0;0;60 000+;250 000 - 400 000;Commercial;Van;entre 10 et 15;Highly Urban/ Urban;dev_premium;entre 400 et 500;3100;
609;01/02/2022;1954;M;non;0;entre 1 et 6;60 000+;0;Commercial;Minivan;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 200 et 300;64440;
610;01/05/2022;2019;F;non;entre 1 et 2;0;25 000 - 40 000;0;Commercial;z_SUV;entre 4 et 10;z_Highly Rural/ Rural;dev_express;entre 200 et 300;46110;
611;01/03/2022;1959;M;non;0;0;60 000+;250 000 - 400 000;Private;Minivan;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 300 et 400;61250;
612;01/02/2022;2000;M;non;3+;0;60 000+;0;Private;Minivan;15+;Highly Urban/ Urban;dev_integral;entre 300 et 400;8000;
613;01/01/2022;1987;F;non;0;0;60 000+;250 000 - 400 000;Private;z_SUV;entre 10 et 15;z_Highly Rural/ Rural;dev_premium;entre 300 et 400;51000;
614;01/02/2022;2017;M;non;0;0;25 000 - 40 000;150 000 - 250 000;Commercial;Minivan;entre 4 et 10;Highly Urban/ Urban;dev_premium;entre 400 et 500;89000;
615;01/04/2022;2008;M;non;0;0;60 000+;400 000+;Private;Van;15+;Highly Urban/ Urban;dev_integral;entre 300 et 400;93400;
616;01/03/2022;1951;F;non;0;entre 1 et 6;60 000+;0;Private;Sports Car;15+;Highly Urban/ Urban;dev_express;entre 200 et 300;39300;
617;01/01/2022;2010;F;non;0;entre 1 et 6;60 000+;0;Private;z_SUV;entre 10 et 15;z_Highly Rural/ Rural;dev_integral;entre 300 et 400;40360;
618;01/03/2022;1968;M;oui;entre 1 et 2;0;25 000 - 40 000;0;Private;Sports Car;entre 10 et 15;Highly Urban/ Urban;dev_integral;entre 300 et 400;9400;
619;01/02/2022;2017;F;non;0;entre 1 et 6;40 000 - 60 000;0;Commercial;Sports Car;non renseigné;Highly Urban/ Urban;dev_integral;entre 200 et 300;66740;
620;01/04/2022;1994;F;non;0;entre 1 et 6;60 000+;0;Private;Minivan;non renseigné;z_Highly Rural/ Rural;dev_express;entre 200 et 300;32330;
621;01/05/2022;1954;M;non;3+;entre 1 et 6;0 - 15 000;150 000 - 250 000;Private;Minivan;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 300 et 400;47310;
622;01/01/2022;2005;F;non;0;0;60 000+;0;Commercial;Panel Truck;15+;z_Highly Rural/ Rural;dev_express;entre 200 et 300;3200;
623;01/03/2022;2005;M;non;0;entre 1 et 6;60 000+;0;Private;Sports Car;entre 10 et 15;Highly Urban/ Urban;dev_express;entre 200 et 300;3000;
624;01/05/2022;2003;M;non;0;0;60 000+;250 000 - 400 000;Private;Pickup;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 200 et 300;22700;
